Description;Channel;SecondDescription;"Start time";"AMR";"AMR_perc";"RCH";"RCH_perc";"SHR_perc";GroupID
"PROMO";"Animal Planet HD";" ";"16:57:20";0;0,000 %;0;0,000 %;0,000 %;4
"ROBIN HOOD DRAKA W SHERWOOD /SER.ANIM.FRA./";"Boomerang";" ";"16:57:26";22 154;0,665 %;35 744;1,074 %;3,310 %;4
"PROMO";"BBC Earth [BBC Knowledge]";" ";"16:57:45";0;0,000 %;0;0,000 %;0,000 %;4
"TV LOGO";"Canal+";" ";"16:58:03";0;0,000 %;0;0,000 %;0,000 %;4
"AUTOPROMOCJA";"Canal+";" ";"16:58:09";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Action [Zone Romantica]";" ";"16:58:42";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN Spin";" ";"16:58:46";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"16:59:01";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"AMICA";"16:59:04";0;0,000 %;0;0,000 %;0,000 %;4
"ANDREW MARR'S HISTORY OF THE WORLD";"BBC Earth [BBC Knowledge]";" ";"16:59:05";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Reality [Zone Reality]";" ";"16:59:10";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"13 Ulica [13th Street Universal]";" ";"16:59:12";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Drama [Club TV]";" ";"16:59:18";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Animal Planet HD";" ";"16:59:31";0;0,000 %;0;0,000 %;0,000 %;4
"AGENCI NCIS /SER.SENS.USA/";"CBS Action [Zone Romantica]";"NAVY NCIS";"16:59:52";0;0,000 %;0;0,000 %;0,000 %;4
"DOWODY ZBRODNI /SER.SENS.USA/";"13 Ulica [13th Street Universal]";"COLD CASE";"17:00:05";0;0,000 %;0;0,000 %;0,000 %;4
"NIE PRZEGAP /ZAPOWIEDZI/";"Canal+";" ";"17:00:06";0;0,000 %;0;0,000 %;0,000 %;4
"ZOLTAN CZLOWIEK WILK /SER.DOK.W.BRYT./";"Animal Planet HD";"ZOLTAN THE WOLFMAN ";"17:00:06";0;0,000 %;0;0,000 %;0,000 %;4
"TRIBUTE WEEKEND /TELEDYSKI/";"4FUN HITS [mjuzik.tv]";" ";"17:00:08";0;0,000 %;0;0,000 %;0,000 %;4
"PRAWDZIWI /SER. FANT. SZWECJA/";"AXN Spin";" ";"17:00:18";0;0,000 %;0;0,000 %;0,000 %;4
"LOMBARD Z BEVERLY HILLS /PROG.DOK.USA/";"CBS Reality [Zone Reality]";"BEVERLY HILLS PAWN";"17:00:20";0;0,000 %;0;0,000 %;0,000 %;4
"Z ARCHIWUM 997 /SER.DOK.POL./";"CI Polsat [Polsat Crime & Investigation Network]";"Z ARCHIWUM 997 S2 EP.2";"17:00:22";0;0,000 %;0;0,000 %;0,000 %;4
"BEVERLY HILLS 90210 /SER.USA/";"CBS Drama [Club TV]";"BEVERLY HILLS 90210";"17:00:38";483;0,014 %;7 098;0,213 %;0,069 %;4
"PROMO";"BBC Brit [BBC Entertainment]";" ";"17:01:29";17 864;0,537 %;17 864;0,537 %;2,691 %;4
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"17:04:11";19 933;0,599 %;19 933;0,599 %;2,961 %;4
"SWIAT WEDLUG KIEPSKICH /SER.KOM.POL./";"ATM Rozrywka";" ";"17:04:51";17 054;0,512 %;19 933;0,599 %;2,509 %;4
"AUTOPROMOCJA";"Canal+";" ";"17:07:35";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"17:07:56";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN White [AXN Crime]";" ";"17:08:45";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"17:09:55";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Europa [Zone Europa]";" ";"17:10:01";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Cartoon Network";" ";"17:10:02";21 690;0,652 %;21 690;0,652 %;3,203 %;4
"PROMO";"CBS Action [Zone Romantica]";" ";"17:10:20";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Earth [BBC Knowledge]";" ";"17:10:24";0;0,000 %;0;0,000 %;0,000 %;4
"PINOKIO /FILM FAM.NIEM./";"Canal+";" ";"17:10:32";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Reality [Zone Reality]";" ";"17:10:50";0;0,000 %;0;0,000 %;0,000 %;4
"KATE I LEOPOLD /FILM KOM.USA/";"CBS Europa [Zone Europa]";"KATE & LEOPOLD";"17:11:21";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC CBeebies";" ";"17:11:35";0;0,000 %;0;0,000 %;0,000 %;4
"BEZ KOMENTARZA /REP./";"ADVENTURE";" ";"17:11:57";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Animal Planet HD";" ";"17:12:23";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN";" ";"17:13:17";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Action [Zone Romantica]";" ";"17:13:35";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Cartoon Network";" ";"17:13:50";13 283;0,399 %;16 476;0,495 %;1,962 %;4
"PROMO";"ADVENTURE";" ";"17:13:57";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Reality [Zone Reality]";" ";"17:14:05";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"17:14:20";0;0,000 %;0;0,000 %;0,000 %;4
"CLARENCE /SER.ANIM.USA/";"Cartoon Network";" ";"17:14:31";15 556;0,467 %;34 213;1,028 %;2,288 %;4
"PROMO";"Animal Planet HD";" ";"17:14:45";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"13 Ulica [13th Street Universal]";" ";"17:14:46";0;0,000 %;0;0,000 %;0,000 %;4
"MY PET AND ME";"BBC CBeebies";" ";"17:15:01";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Brit [BBC Entertainment]";" ";"17:15:48";12 178;0,366 %;17 864;0,537 %;1,833 %;4
"ODKRYWCY PRZYGODY STULECIA /SER.DOK.USA/";"ADVENTURE";" ";"17:16:02";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Drama [Club TV]";" ";"17:16:33";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Boomerang";" ";"17:17:33";35 744;1,074 %;35 744;1,074 %;5,394 %;4
"ROAD RUNNER AND WILE E COYOTE /SER.ANIM.USA/";"Boomerang";" ";"17:17:51";35 744;1,074 %;35 744;1,074 %;5,352 %;4
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"17:19:09";14 100;0,424 %;14 100;0,424 %;2,110 %;4
"AUTOPROMOCJA";"Canal+ Seriale [Canal+ Film 2]";" ";"17:19:26";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Brit [BBC Entertainment]";" ";"17:19:29";10 890;0,327 %;10 890;0,327 %;1,630 %;4
"PROMO";"CBS Drama [Club TV]";" ";"17:19:48";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"13 Ulica [13th Street Universal]";" ";"17:19:57";0;0,000 %;0;0,000 %;0,000 %;4
"47 RONINOW /FILM AKCJ.FANTAS.USA/";"Canal+ Seriale [Canal+ Film 2]";" ";"17:20:08";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Boomerang";" ";"17:20:11";35 744;1,074 %;35 744;1,074 %;5,349 %;4
"PROMO";"BBC Lifestyle";" ";"17:20:19";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"17:21:35";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"4FUN.TV [4fun.tv]";" ";"17:21:39";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Action [Zone Romantica]";" ";"17:23:24";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Boomerang";" ";"17:24:45";35 744;1,074 %;35 744;1,074 %;5,312 %;4
"PROMO";"Cartoon Network";" ";"17:24:54";14 662;0,440 %;21 153;0,635 %;2,170 %;4
"PAN FASOLA /SER. ANIM./";"Boomerang";" ";"17:25:11";32 722;0,983 %;52 891;1,589 %;4,648 %;4
"AUTOPROMOCJA";"Canal+ Discovery";" ";"17:25:49";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Earth [BBC Knowledge]";" ";"17:26:04";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Reality [Zone Reality]";" ";"17:26:25";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"17:26:49";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Animal Planet HD";" ";"17:27:01";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Action [Zone Romantica]";" ";"17:27:39";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"4FUN.TV [4fun.tv]";"MAYDAY POLSKA";"17:28:08";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Reality [Zone Reality]";" ";"17:28:55";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC CBeebies";" ";"17:29:12";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"13 Ulica [13th Street Universal]";" ";"17:29:43";0;0,000 %;0;0,000 %;0,000 %;4
"KUCHNIA FILMOWA /MAG. FILMOWY/";"Canal+ Discovery";" ";"17:29:46";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Drama [Club TV]";" ";"17:29:59";0;0,000 %;0;0,000 %;0,000 %;4
"I CAN COOK";"BBC CBeebies";" ";"17:30:02";0;0,000 %;0;0,000 %;0,000 %;4
"HARDCOROWY LOMBARD /SER.DOK.USA/";"CBS Reality [Zone Reality]";"HARDCORE PAWN";"17:30:20";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Animal Planet HD";" ";"17:31:11";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"17:31:14";0;0,000 %;0;0,000 %;0,000 %;4
"Z ARCHIWUM 997 /SER.DOK.POL./";"CI Polsat [Polsat Crime & Investigation Network]";"Z ARCHIWUM 997 S2 EP.1";"17:31:50";0;0,000 %;0;0,000 %;0,000 %;4
"AUTOPROMOCJA";"Canal+ Discovery";" ";"17:33:29";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"13 Ulica [13th Street Universal]";" ";"17:33:42";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Drama [Club TV]";" ";"17:34:19";0;0,000 %;0;0,000 %;0,000 %;4
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"17:34:20";15 693;0,471 %;17 817;0,535 %;2,212 %;4
"PROMO";"BBC Brit [BBC Entertainment]";" ";"17:34:58";10 890;0,327 %;10 890;0,327 %;1,542 %;4
"POMALOWAC SWIAT /SER.DOK.FRA./";"Canal+ Discovery";" ";"17:35:06";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"ATM Rozrywka";"AMOLOWE NA GARDLO";"17:35:30";17 817;0,535 %;17 817;0,535 %;2,513 %;4
"SWIAT WEDLUG KIEPSKICH /SER.KOM.POL./";"ATM Rozrywka";" ";"17:35:38";14 680;0,441 %;20 502;0,616 %;1,990 %;4
"PROMO";"Cartoon Network";" ";"17:36:47";21 119;0,634 %;21 119;0,634 %;3,007 %;4
"PROMO";"CBS Action [Zone Romantica]";" ";"17:36:54";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Europa [Zone Europa]";" ";"17:37:00";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"17:38:22";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"Canal+ Sport2";"MODECOM";"17:38:58";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN";" ";"17:39:18";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC HD";" ";"17:40:40";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Cartoon Network";" ";"17:40:48";6 975;0,210 %;6 975;0,210 %;0,974 %;4
"CALL THE MIDWIFE";"BBC HD";" ";"17:40:50";238;0,007 %;2 479;0,074 %;0,031 %;4
"PROMO";"AXN Spin";" ";"17:40:58";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Brit [BBC Entertainment]";" ";"17:41:09";10 890;0,327 %;10 890;0,327 %;1,517 %;4
"PROMO";"CBS Action [Zone Romantica]";" ";"17:41:09";0;0,000 %;0;0,000 %;0,000 %;4
"NINJAGO MISTRZOWIE SPINJITZU /SER.ANIM.DAN./";"Cartoon Network";" ";"17:41:25";14 071;0,423 %;22 325;0,671 %;1,828 %;4
"PROMO";"BBC Earth [BBC Knowledge]";" ";"17:41:34";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Animal Planet HD";" ";"17:41:54";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"17:42:20";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"13 Ulica [13th Street Universal]";" ";"17:42:39";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Europa [Zone Europa]";" ";"17:42:45";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC CBeebies";" ";"17:43:58";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Reality [Zone Reality]";" ";"17:44:23";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Drama [Club TV]";" ";"17:44:53";0;0,000 %;0;0,000 %;0,000 %;4
"AUTOPROMOCJA";"Canal+ Family [Canal+ Weekend]";" ";"17:45:32";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"ADVENTURE";"BLASER + POLSKI ZWIAZEK LOWIECKI + XJAGD";"17:45:39";0;0,000 %;0;0,000 %;0,000 %;4
"DARZ BOR / MAGAZYN /";"ADVENTURE";" ";"17:46:03";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Boomerang";" ";"17:46:10";20 070;0,603 %;20 070;0,603 %;2,801 %;4
"PINKY DINKY DOO";"BBC CBeebies";" ";"17:46:24";0;0,000 %;0;0,000 %;0,000 %;4
"THE FOSTERS /SER.OBYCZ.USA/";"Canal+ Family [Canal+ Weekend]";" ";"17:46:29";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Animal Planet HD";" ";"17:46:30";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"17:46:45";0;0,000 %;0;0,000 %;0,000 %;4
"1 NA 1 EXTRA";"Canal+ Sport2";" ";"17:46:59";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"13 Ulica [13th Street Universal]";" ";"17:47:50";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"Canal+ Sport [Canal+ Niebieski]";"AB FOTO + AZTORIN";"17:48:05";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN White [AXN Crime]";" ";"17:48:12";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Reality [Zone Reality]";" ";"17:48:38";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Brit [BBC Entertainment]";" ";"17:49:14";10 890;0,327 %;10 890;0,327 %;1,533 %;4
"TOP GEAR AMBITIOUS BUT RUBBISH";"BBC Brit [BBC Entertainment]";" ";"17:49:24";10 890;0,327 %;10 890;0,327 %;1,349 %;4
"WZOR /SER.SENS.USA/";"AXN White [AXN Crime]";"NUMB3RS 211 - SCORCHED";"17:50:39";88;0,003 %;3 671;0,110 %;0,011 %;4
"GARFIELD SHORTS /SER.ANIM.FRA.USA/";"Boomerang";" ";"17:51:08";20 070;0,603 %;20 070;0,603 %;2,782 %;4
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"17:51:13";14 100;0,424 %;14 100;0,424 %;1,938 %;4
"PROMO";"Boomerang";" ";"17:51:36";20 070;0,603 %;20 070;0,603 %;2,782 %;4
"ROZOWA PANTERA I PRZYJACIELE /SER.ANIM.USA/";"Boomerang";" ";"17:51:49";20 070;0,603 %;20 070;0,603 %;2,634 %;4
"AUTOPROMOCJA";"Canal+ Sport [Canal+ Niebieski]";" ";"17:52:08";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"17:52:16";0;0,000 %;0;0,000 %;0,000 %;4
"ZA KULISAMI FILMY /MAG.FILM.POL./";"AXN Black [AXN Sci-Fi]";" ";"17:54:02";0;0,000 %;0;0,000 %;0,000 %;4
"PREMIER LEAGUE PREVIEW /MAG.SPORT.POL./";"Canal+ Sport [Canal+ Niebieski]";" ";"17:54:05";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"ATM Rozrywka";"AMOLOWE NA GARDLO";"17:54:58";14 100;0,424 %;14 100;0,424 %;1,907 %;4
"AUTOPROMOCJA";"Canal+ 1 [Canal+ Family 2]";" ";"17:55:36";0;0,000 %;0;0,000 %;0,000 %;4
"MIECZ PRAWDY /SER.FANT.USA/";"AXN Black [AXN Sci-Fi]";"LEGEND OF THE SEEKER 106 - ELIXIR";"17:55:36";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"4FUN.TV [4fun.tv]";" ";"17:55:37";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"4FUN.TV [4fun.tv]";"MAYDAY POLSKA";"17:55:48";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Reality [Zone Reality]";" ";"17:55:50";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Animal Planet HD";" ";"17:57:04";0;0,000 %;0;0,000 %;0,000 %;4
"TV LOGO";"Canal+ 1 [Canal+ Family 2]";" ";"17:58:03";0;0,000 %;0;0,000 %;0,000 %;4
"AUTOPROMOCJA";"Canal+ 1 [Canal+ Family 2]";" ";"17:58:09";0;0,000 %;0;0,000 %;0,000 %;4
"AUTOPROMOCJA";"Canal+ Sport [Canal+ Niebieski]";" ";"17:58:12";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Action [Zone Romantica]";" ";"17:58:14";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN Spin";" ";"17:58:17";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"AXN";"MANTA + WWW.ZA10GROSZY.PL + EGMONT";"17:58:31";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"17:58:53";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN";" ";"17:58:55";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"13 Ulica [13th Street Universal]";" ";"17:59:00";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC CBeebies";" ";"17:59:02";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Reality [Zone Reality]";" ";"17:59:05";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Lifestyle";" ";"17:59:08";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Animal Planet HD";" ";"17:59:25";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Drama [Club TV]";" ";"17:59:25";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"4FUN.TV [4fun.tv]";"MAYDAY POLSKA";"17:59:30";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Earth [BBC Knowledge]";" ";"17:59:32";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"BBC Lifestyle";"TREFL";"17:59:38";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"4FUN.TV [4fun.tv]";" ";"17:59:38";0;0,000 %;0;0,000 %;0,000 %;4
"WIBBLY PIG";"BBC CBeebies";" ";"17:59:39";0;0,000 %;0;0,000 %;0,000 %;4
"BAD BRIDESMAID";"BBC Lifestyle";" ";"17:59:46";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"Canal+ Sport [Canal+ Niebieski]";"AZTORIN + AB FOTO";"17:59:54";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"Animal Planet HD";"DRAGON WINCH";"18:00:00";0;0,000 %;0;0,000 %;0,000 %;4
"NIE PRZEGAP /ZAPOWIEDZI/";"Canal+ 1 [Canal+ Family 2]";" ";"18:00:06";0;0,000 %;0;0,000 %;0,000 %;4
"CHART HITS PARTY /TELEDYSKI/";"4FUN HITS [mjuzik.tv]";" ";"18:00:08";0;0,000 %;0;0,000 %;0,000 %;4
"RZECZNE POTWORY /SER.DOK.USA/";"Animal Planet HD";"RIVER MONSTERS";"18:00:08";0;0,000 %;0;0,000 %;0,000 %;4
"WEJDZ NA PROWADZENIE! /TELEDYSKI/";"4FUN.TV [4fun.tv]";" ";"18:00:08";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"AXN";"SPOLEM KIELCE";"18:00:09";0;0,000 %;0;0,000 %;0,000 %;4
"POLSKIE PRYWATNE ZBRODNIE /PROG.DOK.POL./";"CI Polsat [Polsat Crime & Investigation Network]";"PRIVATE CRIMES S2 EP.5";"18:00:09";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"CBS Drama [Club TV]";"3M";"18:00:10";0;0,000 %;0;0,000 %;0,000 %;4
"HARDCOROWY LOMBARD /SER.DOK.USA/";"CBS Reality [Zone Reality]";"HARDCORE PAWN";"18:00:15";0;0,000 %;0;0,000 %;0,000 %;4
"ZAKAZANE KROLESTWO /FILM PRZYG. USA CHIN. AUSTRAL./";"AXN";"THE FORBIDDEN KINGDOM";"18:00:17";7 613;0,229 %;13 858;0,416 %;0,857 %;4
"BEVERLY HILLS 90210 /SER.USA/";"CBS Drama [Club TV]";"BEVERLY HILLS 90210";"18:00:18";0;0,000 %;0;0,000 %;0,000 %;4
"THE BIBLE'S BURIED SECRETS";"BBC Earth [BBC Knowledge]";" ";"18:00:22";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"GOPLANA + SOLIDARNOSC";"18:00:25";0;0,000 %;0;0,000 %;0,000 %;4
"CSI NY - KRYMINALNE ZAGADKI NOWEGO JORKU /SER. SENS. USA/";"13 Ulica [13th Street Universal]";"CSI: NY";"18:00:33";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Brit [BBC Entertainment]";" ";"18:00:33";10 890;0,327 %;10 890;0,327 %;1,417 %;4
"PROMO";"Cartoon Network";" ";"18:03:04";19 130;0,575 %;19 130;0,575 %;2,454 %;4
"MAYDAY /FILM USA/";"CBS Action [Zone Romantica]";"MAYDAY";"18:03:59";0;0,000 %;0;0,000 %;0,000 %;4
"AUTOPROMOCJA";"Canal+ Sport2";" ";"18:04:13";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"ATM Rozrywka";"AMOLOWE NA GARDLO";"18:04:46";11 456;0,344 %;11 456;0,344 %;1,455 %;4
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"18:04:54";11 456;0,344 %;11 456;0,344 %;1,449 %;4
"PROMO";"AXN White [AXN Crime]";" ";"18:05:04";0;0,000 %;0;0,000 %;0,000 %;4
"DZIKI /SER. FAB. POL./";"ATM Rozrywka";" ";"18:06:04";13 809;0,415 %;33 087;0,994 %;1,651 %;4
"PROMO";"Boomerang";" ";"18:06:51";20 070;0,603 %;20 070;0,603 %;2,538 %;4
"PROMO";"Cartoon Network";" ";"18:06:59";10 822;0,325 %;10 822;0,325 %;1,371 %;4
"AUTOPROMOCJA";"Canal+ 1 [Canal+ Family 2]";" ";"18:07:34";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Europa [Zone Europa]";" ";"18:08:02";0;0,000 %;0;0,000 %;0,000 %;4
"AUTOPROMOCJA";"Canal+ Sport2";" ";"18:08:22";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"18:09:33";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC CBeebies";" ";"18:09:39";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"Canal+ Sport2";"NISSAN + PS4";"18:09:43";0;0,000 %;0;0,000 %;0,000 %;4
"AUTOPROMOCJA";"Canal+ Sport2";" ";"18:09:55";0;0,000 %;0;0,000 %;0,000 %;4
"MAGAZYN LIGI EUROPEJSKIEJ /PROG.SPORT.POL./";"Canal+ Sport2";" ";"18:10:03";0;0,000 %;0;0,000 %;0,000 %;4
"HEY DUGGEE";"BBC CBeebies";" ";"18:10:22";0;0,000 %;0;0,000 %;0,000 %;4
"PINOKIO /FILM FAM.NIEM./";"Canal+ 1 [Canal+ Family 2]";" ";"18:10:31";0;0,000 %;0;0,000 %;0,000 %;4
"BLOK SPONSORSKI";"ADVENTURE";"BLASER + POLSKI ZWIAZEK LOWIECKI + XJAGD";"18:10:33";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Earth [BBC Knowledge]";" ";"18:10:44";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN Spin";" ";"18:11:26";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Boomerang";" ";"18:11:34";20 070;0,603 %;20 070;0,603 %;2,568 %;4
"INSPEKTOR GADGET /SER.ANIM.USA/";"Boomerang";" ";"18:12:00";16 086;0,483 %;20 070;0,603 %;1,972 %;4
"PROMO";"CBS Reality [Zone Reality]";" ";"18:12:23";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"Animal Planet HD";" ";"18:12:28";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Lifestyle";" ";"18:12:47";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Europa [Zone Europa]";" ";"18:12:47";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC Brit [BBC Entertainment]";" ";"18:13:33";10 890;0,327 %;10 890;0,327 %;1,397 %;4
"PROMO";"Animal Planet HD";" ";"18:14:39";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"AXN Spin";" ";"18:14:40";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"18:14:48";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"CBS Drama [Club TV]";" ";"18:15:12";0;0,000 %;0;0,000 %;0,000 %;4
"PRAWDZIWI /SER. FANT. SZWECJA/";"AXN Spin";" ";"18:15:30";126;0,004 %;3 671;0,110 %;0,014 %;4
"PROMO";"CBS Reality [Zone Reality]";" ";"18:15:38";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"13 Ulica [13th Street Universal]";" ";"18:16:17";0;0,000 %;0;0,000 %;0,000 %;4
"BEZ KOMENTARZA /REP./";"ADVENTURE";" ";"18:16:53";0;0,000 %;0;0,000 %;0,000 %;4
"PROMO";"BBC CBeebies";" ";"18:17:27";0;0,000 %;0;0,000 %;0,000 %;4
