Description;Channel;SecondDescription;"Start time";"AMR";"AMR_perc";"RCH";"RCH_perc";"SHR_perc"
"AUTOPROMOCJA";"Canal+ 1 [Canal+ Family 2]";" ";"23:42:07";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"23:42:08";47 400;0,133 %;47 400;0,133 %;0,752 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"23:42:24";40 633;0,114 %;40 633;0,114 %;0,645 %
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"KAPSIPLAST";"23:43:03";47 400;0,133 %;47 400;0,133 %;0,752 %
"PROMO";"CBS Action [Zone Romantica]";" ";"23:43:04";8 829;0,025 %;8 829;0,025 %;0,140 %
"PROMO";"CBS Reality [Zone Reality]";" ";"23:43:04";33 252;0,093 %;33 252;0,093 %;0,528 %
"PROMO";"BBC HD";" ";"23:43:39";0;0,000 %;0;0,000 %;0,000 %
"DCI BANKS";"BBC HD";" ";"23:44:22";841;0,002 %;25 270;0,071 %;0,022 %
"DOM HEMINGWAY /FILM KOM.DRA.ANG./";"Canal+ 1 [Canal+ Family 2]";" ";"23:45:04";0;0,000 %;0;0,000 %;0,000 %
"EUROPEAN TOUR /GOLF/";"Canal+ Sport2";"TURKISH AIRLINES OPEN";"23:45:29";5 133;0,014 %;38 089;0,107 %;0,139 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"23:45:44";4 400;0,012 %;22 002;0,062 %;0,072 %
"PROMO";"AXN";" ";"23:46:39";17 911;0,050 %;17 911;0,050 %;0,296 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"23:47:05";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Action [Zone Romantica]";" ";"23:47:19";8 829;0,025 %;8 829;0,025 %;0,147 %
"PROMO";"CBS Reality [Zone Reality]";" ";"23:47:20";19 400;0,054 %;19 400;0,054 %;0,322 %
"PROMO";"BBC CBeebies";" ";"23:48:06";0;0,000 %;0;0,000 %;0,000 %
"MISTER MAKER";"BBC CBeebies";" ";"23:49:26";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Animal Planet HD";" ";"23:50:41";10 825;0,030 %;10 825;0,030 %;0,189 %
"PROMO";"CBS Drama [Club TV]";" ";"23:51:43";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"23:51:46";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Cartoon Network";" ";"23:51:52";3 241;0,009 %;3 241;0,009 %;0,058 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"23:52:56";41 476;0,116 %;48 416;0,136 %;0,752 %
"ELIOT KID /SER. ANIM. FRA.W.BRYT./";"Cartoon Network";" ";"23:53:10";3 511;0,010 %;17 348;0,049 %;0,083 %
"PROMO";"Boomerang";" ";"23:53:26";0;0,000 %;0;0,000 %;0,000 %
"GARFIELD SHOW /SER.ANIM.FRA.USA/";"Boomerang";" ";"23:53:46";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN Spin";" ";"23:53:51";0;0,000 %;0;0,000 %;0,000 %
"BLOK SPONSORSKI";"Canal+ Sport [Canal+ Niebieski]";"CINKCIARZ.PL";"23:54:26";5 005;0,014 %;5 005;0,014 %;0,091 %
"PROMO";"Animal Planet HD";" ";"23:55:17";10 825;0,030 %;10 825;0,030 %;0,200 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"23:56:59";18 457;0,052 %;18 457;0,052 %;0,349 %
"PROMO";"CBS Europa [Zone Europa]";" ";"23:57:58";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"23:58:07";49 849;0,140 %;49 849;0,140 %;0,944 %
"AUTOPROMOCJA";"Canal+ Sport [Canal+ Niebieski]";" ";"23:58:41";5 005;0,014 %;5 005;0,014 %;0,096 %
"PROMO";"AXN";" ";"23:58:41";32 078;0,090 %;37 687;0,105 %;0,613 %
"PROMO";"CBS Reality [Zone Reality]";" ";"23:59:01";19 400;0,054 %;19 400;0,054 %;0,371 %
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"KAPSIPLAST";"23:59:12";49 849;0,140 %;49 849;0,140 %;0,950 %
"PROMO";"Animal Planet HD";" ";"23:59:13";10 825;0,030 %;10 825;0,030 %;0,207 %
"PROMO";"CBS Action [Zone Romantica]";" ";"23:59:33";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Drama [Club TV]";" ";"23:59:58";0;0,000 %;0;0,000 %;0,000 %
"SYRENY LEGENDA CZY PRAWDA /FILM DOK.USA/";"Animal Planet HD";"MERMAIDS THE BODY FOUND";"24:00:06";459;0,001 %;37 941;0,106 %;0,016 %
"HITS 2000 /TELEDYSKI/";"4FUN HITS [mjuzik.tv]";" ";"24:00:08";409;0,001 %;13 122;0,037 %;0,014 %
"ZAJEBISTA 20 /PROG.MUZ.POL./";"4FUN.TV [4fun.tv]";" ";"24:00:08";3 860;0,011 %;35 241;0,099 %;0,117 %
"NIEWYJASNIONE ZBRODNIE Z DONALEM MACINTYRE /SER.DOK.W.BRYT./";"CBS Reality [Zone Reality]";"DONAL MACINTYRE UNSOLVED";"24:00:11";21 205;0,059 %;44 358;0,124 %;0,566 %
"WOJNA SWIATOW /SER. SF USA/";"CBS Action [Zone Romantica]";"WAR OF THE WORLDS";"24:00:13";2 783;0,008 %;8 829;0,025 %;0,073 %
"MOJ NAWIEDZONY DOM /PROG.DOK.USA/";"CI Polsat [Polsat Crime & Investigation Network]";"MY HAUNTED HOUSE S3 EP.4";"24:00:19";9 797;0,027 %;34 736;0,097 %;0,259 %
"AGENCI NCIS /SER.SENS.USA/";"AXN";"NCIS 606 - MURDER 2.0";"24:00:26";77 166;0,216 %;140 919;0,394 %;2,044 %
"SPORT FLESZ";"Canal+ Sport [Canal+ Niebieski]";" ";"24:00:36";3 459;0,010 %;5 005;0,014 %;0,071 %
"MIASTECZKO TWIN PEAKS /SER.USA/";"CBS Drama [Club TV]";"TWIN PEAKS";"24:00:48";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"24:00:56";0;0,000 %;0;0,000 %;0,000 %
"PRINCE HARRY FRONTLINE AFGHANISTAN";"BBC Brit [BBC Entertainment]";" ";"24:01:06";868;0,002 %;3 005;0,008 %;0,024 %
"THE HOTEL INSPECTOR";"BBC Lifestyle";" ";"24:01:11";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"24:01:42";0;0,000 %;0;0,000 %;0,000 %
"LIFE BELOW ZERO";"BBC Earth [BBC Knowledge]";" ";"24:02:32";3 027;0,008 %;23 276;0,065 %;0,084 %
"PROMO";"CBS Europa [Zone Europa]";" ";"24:03:43";0;0,000 %;0;0,000 %;0,000 %
"TRANSSYBERYJSKA ODYSEJA /FILM DOK.ROS./";"ADVENTURE";" ";"24:06:30";0;0,000 %;0;0,000 %;0,000 %
"TURBOKOZAK /MAG.POL./";"Canal+ Sport [Canal+ Niebieski]";" ";"24:06:58";1 096;0,003 %;25 276;0,071 %;0,025 %
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"24:07:24";58 945;0,165 %;58 945;0,165 %;1,270 %
"PROMO";"BBC CBeebies";" ";"24:08:36";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"24:09:32";37 783;0,106 %;41 021;0,115 %;0,835 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"24:09:38";14 631;0,041 %;23 276;0,065 %;0,323 %
"MISTER MAKER";"BBC CBeebies";" ";"24:09:45";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"24:10:40";18 457;0,052 %;18 457;0,052 %;0,410 %
"PROMO";"Animal Planet HD";" ";"24:10:44";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN";" ";"24:10:53";61 037;0,171 %;61 037;0,171 %;1,358 %
"PROMO";"CBS Reality [Zone Reality]";" ";"24:10:56";19 400;0,054 %;19 400;0,054 %;0,432 %
"AUTOPROMOCJA";"Canal+ Seriale [Canal+ Film 2]";" ";"24:11:18";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"24:13:33";41 707;0,117 %;45 803;0,128 %;0,970 %
"PROMO";"CBS Reality [Zone Reality]";" ";"24:14:11";19 400;0,054 %;19 400;0,054 %;0,455 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"24:14:19";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Drama [Club TV]";" ";"24:14:26";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN";" ";"24:14:44";72 579;0,203 %;72 579;0,203 %;1,715 %
"KUCHNIA FILMOWA /MAG. FILMOWY/";"Canal+";" ";"24:14:45";0;0,000 %;0;0,000 %;0,000 %
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"KAPSIPLAST";"24:14:48";45 803;0,128 %;45 803;0,128 %;1,070 %
"PROMO";"BBC Lifestyle";" ";"24:14:53";0;0,000 %;0;0,000 %;0,000 %
"SPORT+ /MAG.SPORT./";"Canal+ Sport [Canal+ Niebieski]";" ";"24:15:13";9 975;0,028 %;31 015;0,087 %;0,282 %
"PEAKY BLINDERS /SER.KRYM.ANG./";"Canal+ Seriale [Canal+ Film 2]";" ";"24:15:15";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"24:15:18";8 340;0,023 %;13 369;0,037 %;0,200 %
"PROMO";"Animal Planet HD";" ";"24:15:20";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Action [Zone Romantica]";" ";"24:17:02";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Boomerang";" ";"24:17:10";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"24:17:12";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+";" ";"24:17:20";0;0,000 %;0;0,000 %;0,000 %
"GARFIELD SHOW /SER.ANIM.FRA.USA/";"Boomerang";" ";"24:18:09";0;0,000 %;0;0,000 %;0,000 %
"REC 4: APOKALIPSA /FILM HOR.HISZ./";"Canal+";" ";"24:20:11";437;0,001 %;12 056;0,034 %;0,017 %
"PROMO";"AXN Spin";" ";"24:20:34";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"4FUN.TV [4fun.tv]";" ";"24:22:58";14 392;0,040 %;14 392;0,040 %;0,382 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"24:23:33";5 706;0,016 %;5 706;0,016 %;0,152 %
"PROMO";"CBS Reality [Zone Reality]";" ";"24:23:47";19 400;0,054 %;19 400;0,054 %;0,519 %
"PROMO";"CBS Europa [Zone Europa]";" ";"24:24:04";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Drama [Club TV]";" ";"24:26:28";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Reality [Zone Reality]";" ";"24:27:17";19 400;0,054 %;19 400;0,054 %;0,525 %
"PROMO";"Animal Planet HD";" ";"24:28:02";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"24:28:11";5 706;0,016 %;5 706;0,016 %;0,155 %
"PROMO";"AXN";" ";"24:28:30";70 584;0,198 %;70 584;0,198 %;1,910 %
"PROMO";"CBS Europa [Zone Europa]";" ";"24:28:49";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC CBeebies";" ";"24:29:01";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Action [Zone Romantica]";" ";"24:29:06";0;0,000 %;0;0,000 %;0,000 %
"NUMBERJACKS";"BBC CBeebies";" ";"24:30:23";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"24:30:30";0;0,000 %;0;0,000 %;0,000 %
"KINO MOWI /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"24:31:32";0;0,000 %;0;0,000 %;0,000 %
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"KAPSIPLAST";"24:31:33";54 632;0,153 %;54 632;0,153 %;1,514 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"24:31:41";59 844;0,167 %;65 057;0,182 %;1,659 %
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"24:32:01";47 448;0,133 %;47 448;0,133 %;1,315 %
"INSIDE MOVIES /MAG.FILM.USA/";"13 Ulica [13th Street Universal]";"INSIDE MOVIES";"24:32:19";58 194;0,163 %;65 057;0,182 %;1,647 %
"PROMO";"Animal Planet HD";" ";"24:32:33";0;0,000 %;0;0,000 %;0,000 %
"SAFE HOUSE /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"24:32:57";0;0,000 %;0;0,000 %;0,000 %
"ZAGADKI KRYMINALNE PANNY FISHER /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"24:33:36";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"24:34:16";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"24:34:19";54 632;0,153 %;54 632;0,153 %;1,579 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"24:35:11";0;0,000 %;0;0,000 %;0,000 %
"CASTLE /SER.KRYM.USA/";"13 Ulica [13th Street Universal]";"CASTLE";"24:35:49";31 808;0,089 %;64 382;0,180 %;1,230 %
"PROMO";"BBC Lifestyle";" ";"24:37:27";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN Spin";" ";"24:37:53";0;0,000 %;0;0,000 %;0,000 %
"FOCUSED /SER.DOK.USA/";"ADVENTURE";" ";"24:37:56";1 022;0,003 %;13 264;0,037 %;0,034 %
"PROMO";"CBS Reality [Zone Reality]";" ";"24:38:06";30 506;0,085 %;30 506;0,085 %;0,906 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"24:39:57";0;0,000 %;0;0,000 %;0,000 %
"UPROWADZONA ALICE CREED /FILM THRILL.WIEL.BRYT./";"Ale Kino+ [Ale Kino]";" ";"24:40:16";8 068;0,023 %;24 790;0,069 %;0,364 %
"PRZEZNACZENI /SER.SF.USA/";"AXN Spin";" ";"24:40:32";49;0,000 %;2 000;0,006 %;0,002 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"24:41:18";5 706;0,016 %;5 706;0,016 %;0,174 %
"PROMO";"Boomerang";" ";"24:41:35";0;0,000 %;0;0,000 %;0,000 %
"LENIUCHOWO /SER.FAMIL.USA ISLANDIA/";"Boomerang";" ";"24:41:55";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Drama [Club TV]";" ";"24:41:58";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Cartoon Network";" ";"24:42:15";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Action [Zone Romantica]";" ";"24:42:19";8 829;0,025 %;8 829;0,025 %;0,270 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"24:42:25";0;0,000 %;0;0,000 %;0,000 %
"ROBOTBOY /SER.ANIM.USA/";"Cartoon Network";" ";"24:43:54";725;0,002 %;4 727;0,013 %;0,029 %
"PROMO";"Animal Planet HD";" ";"24:44:19";13 264;0,037 %;13 264;0,037 %;0,417 %
"PROMO";"BBC CBeebies";" ";"24:44:23";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN";" ";"24:44:58";64 023;0,179 %;71 381;0,200 %;2,041 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"24:45:56";5 706;0,016 %;5 706;0,016 %;0,182 %
"NINA AND THE NEURONS";"BBC CBeebies";" ";"24:46:05";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"24:46:06";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"24:47:29";34 425;0,096 %;34 425;0,096 %;1,121 %
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"24:47:52";30 739;0,086 %;30 739;0,086 %;1,005 %
"AUTOPROMOCJA";"Canal+ Discovery";" ";"24:48:24";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Animal Planet HD";" ";"24:48:55";0;0,000 %;0;0,000 %;0,000 %
"OGLOSZENIE PLATNE";"ATM Rozrywka";"ALKOHOL I KLUCZYKI? WYKLUCZONE";"24:50:02";30 739;0,086 %;30 739;0,086 %;1,013 %
"TONACY ZAGLOWIEC /FILM DOK.KAN./";"Canal+ Discovery";" ";"24:50:16";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+ Sport [Canal+ Niebieski]";" ";"24:50:29";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Europa [Zone Europa]";" ";"24:51:43";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"24:52:48";34 425;0,096 %;34 425;0,096 %;1,136 %
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"24:54:26";6 974;0,020 %;6 974;0,020 %;0,238 %
"TV LOGO";"Canal+ Sport [Canal+ Niebieski]";" ";"24:54:38";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"4FUN.TV [4fun.tv]";" ";"24:54:52";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Europa [Zone Europa]";" ";"24:54:58";0;0,000 %;0;0,000 %;0,000 %
"SPORT FLESZ";"Canal+ Sport [Canal+ Niebieski]";" ";"24:55:10";1 020;0,003 %;4 928;0,014 %;0,037 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"24:55:16";0;0,000 %;0;0,000 %;0,000 %
"JAK ZROBIC FILM? /REP.POL./";"CBS Europa [Zone Europa]";"FROM THE ARCHIVES OF CZOLOWKA";"24:55:28";0;0,000 %;0;0,000 %;0,000 %
"MOTEL 2 PIERWSZE CIECIE /FILM THR.USA/";"AXN Black [AXN Sci-Fi]";"VACANCY 2: THE FIRST CUT";"24:55:41";43;0,000 %;6 974;0,020 %;0,002 %
"PROMO";"AXN Spin";" ";"24:55:43";0;0,000 %;0;0,000 %;0,000 %
"MAMUSKI /SER.KOM.POL./";"ATM Rozrywka";" ";"24:56:22";29 914;0,084 %;48 954;0,137 %;1,234 %
"PROMO";"AXN White [AXN Crime]";" ";"24:56:31";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Lifestyle";" ";"24:56:38";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"24:56:44";14 322;0,040 %;14 322;0,040 %;0,522 %
"PROMO";"AXN";" ";"24:57:11";73 613;0,206 %;73 613;0,206 %;2,661 %
"ZA KULISAMI SERIALE /MAG.FILM./";"AXN";" ";"24:57:16";71 100;0,199 %;73 613;0,206 %;2,597 %
"PROMO";"CBS Reality [Zone Reality]";" ";"24:57:45";19 400;0,054 %;19 400;0,054 %;0,702 %
"PROMO";"CBS Action [Zone Romantica]";" ";"24:59:19";8 829;0,025 %;8 829;0,025 %;0,327 %
"PROMO";"CBS Drama [Club TV]";" ";"24:59:47";0;0,000 %;0;0,000 %;0,000 %
"THE HOTEL INSPECTOR";"BBC Lifestyle";" ";"24:59:47";1 827;0,005 %;3 005;0,008 %;0,090 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"24:59:57";0;0,000 %;0;0,000 %;0,000 %
"MAGAZYN LIGI EUROPEJSKIEJ /PROG.SPORT.POL./";"Canal+ Sport [Canal+ Niebieski]";" ";"25:00:00";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Reality [Zone Reality]";" ";"25:00:00";19 400;0,054 %;19 400;0,054 %;0,721 %
"PROMO";"CBS Europa [Zone Europa]";" ";"25:00:04";0;0,000 %;0;0,000 %;0,000 %
"WOJNA SWIATOW /SER. SF USA/";"CBS Action [Zone Romantica]";"WAR OF THE WORLDS";"25:00:04";8 829;0,025 %;8 829;0,025 %;0,440 %
"PROMO";"AXN";" ";"25:00:14";67 568;0,189 %;67 568;0,189 %;2,511 %
"PROMO";"BBC CBeebies";" ";"25:00:24";0;0,000 %;0;0,000 %;0,000 %
"PRZEZYLEM /SER.DOK.USA/";"CI Polsat [Polsat Crime & Investigation Network]";"I SURVIVED S6 EP.1";"25:00:24";10 304;0,029 %;20 918;0,059 %;0,511 %
"AGENCI NCIS /SER.SENS.USA/";"AXN";"NCIS 607 - COLLATERAL DAMAGE";"25:00:26";72 018;0,202 %;79 140;0,221 %;3,581 %
"MIASTECZKO TWIN PEAKS /SER.USA/";"CBS Drama [Club TV]";"TWIN PEAKS";"25:00:27";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+ Film [Canal+ Zolty]";" ";"25:00:29";738;0,002 %;3 286;0,009 %;0,028 %
"48 GODZIN /PROG.DOK.USA/";"CBS Reality [Zone Reality]";"48 HOURS: MYSTERY";"25:00:40";19 400;0,054 %;19 400;0,054 %;0,968 %
"DRACULA 2000 /FILM FAB.USA/";"CBS Europa [Zone Europa]";"DRACULA 2000";"25:00:48";735;0,002 %;27 174;0,076 %;0,037 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"25:01:03";0;0,000 %;0;0,000 %;0,000 %
"MY PET AND ME";"BBC CBeebies";" ";"25:01:32";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"25:02:05";34 425;0,096 %;34 425;0,096 %;1,310 %
"AUTOPROMOCJA";"Canal+ Family [Canal+ Weekend]";" ";"25:02:32";0;0,000 %;0;0,000 %;0,000 %
"RETURN OF THE TIGER";"BBC Earth [BBC Knowledge]";" ";"25:02:48";1 907;0,005 %;3 546;0,010 %;0,098 %
"ALCHEMIK /FILM FANTASY POL./";"Canal+ Film [Canal+ Zolty]";" ";"25:04:56";562;0,002 %;7 739;0,022 %;0,030 %
"KUCHNIA FILMOWA /MAG. FILMOWY/";"Canal+ Family [Canal+ Weekend]";" ";"25:04:58";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Animal Planet HD";" ";"25:05:16";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Boomerang";" ";"25:05:33";0;0,000 %;0;0,000 %;0,000 %
"LENIUCHOWO /SER.FAMIL.USA ISLANDIA/";"Boomerang";" ";"25:06:02";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+ Family [Canal+ Weekend]";" ";"25:07:21";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"25:07:26";30 283;0,085 %;30 283;0,085 %;1,193 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"25:09:32";11 835;0,033 %;14 322;0,040 %;0,503 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"25:09:46";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Animal Planet HD";" ";"25:09:52";0;0,000 %;0;0,000 %;0,000 %
"PQ17 AN ARCTIC CONVOY DISASTER";"BBC Brit [BBC Entertainment]";" ";"25:09:56";0;0,000 %;0;0,000 %;0,000 %
"POD SKORA /THRIL.SZWAJC.W.BRYT.USA/";"Canal+ Family [Canal+ Weekend]";" ";"25:10:20";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Drama [Club TV]";" ";"25:10:41";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Reality [Zone Reality]";" ";"25:10:41";19 400;0,054 %;19 400;0,054 %;0,833 %
"AUTOPROMOCJA";"Canal+ Seriale [Canal+ Film 2]";" ";"25:13:27";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC HD";" ";"25:13:27";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN White [AXN Crime]";" ";"25:13:35";0;0,000 %;0;0,000 %;0,000 %
"SILK";"BBC HD";" ";"25:13:40";86;0,000 %;2 000;0,006 %;0,005 %
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"25:13:55";19 757;0,055 %;19 757;0,055 %;0,882 %
"CZTERY ZYWIOLY /FILM DOK.NIEM./";"ADVENTURE";" ";"25:14:35";0;0,000 %;0;0,000 %;0,000 %
"KUCHNIA FILMOWA /MAG. FILMOWY/";"Canal+ 1 [Canal+ Family 2]";" ";"25:14:45";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN";" ";"25:14:49";65 978;0,185 %;65 978;0,185 %;2,943 %
"PROMO";"BBC Lifestyle";" ";"25:14:49";0;0,000 %;0;0,000 %;0,000 %
"PEAKY BLINDERS /SER.KRYM.ANG./";"Canal+ Seriale [Canal+ Film 2]";" ";"25:15:08";690;0,002 %;7 739;0,022 %;0,039 %
"PROMO";"BBC CBeebies";" ";"25:15:26";0;0,000 %;0;0,000 %;0,000 %
"PROFIL /SER.SENS.FRAN./";"AXN White [AXN Crime]";"PROFILAGE 411 - DANS LA LUMIERE - 1ERE PARTIE";"25:15:32";5 870;0,016 %;20 620;0,058 %;0,332 %
"BIG COOK LITTLE COOK";"BBC CBeebies";" ";"25:16:45";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"25:17:08";30 283;0,085 %;30 283;0,085 %;1,365 %
"AUTOPROMOCJA";"Canal+ 1 [Canal+ Family 2]";" ";"25:17:20";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Action [Zone Romantica]";" ";"25:18:07";8 829;0,025 %;8 829;0,025 %;0,401 %
"REC 4: APOKALIPSA /FILM HOR.HISZ./";"Canal+ 1 [Canal+ Family 2]";" ";"25:20:17";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"4FUN.TV [4fun.tv]";" ";"25:20:21";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"25:20:40";8 616;0,024 %;8 616;0,024 %;0,412 %
"PROMO";"AXN Spin";" ";"25:20:41";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"25:20:49";12 611;0,035 %;30 283;0,085 %;0,593 %
"PROMO";"CBS Europa [Zone Europa]";" ";"25:21:05";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"25:21:19";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"25:21:20";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"25:22:32";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+ Sport2";" ";"25:22:56";3 571;0,010 %;4 855;0,014 %;0,177 %
"PROMO";"Animal Planet HD";" ";"25:22:57";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Drama [Club TV]";" ";"25:25:29";0;0,000 %;0;0,000 %;0,000 %
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"25:26:52";19 757;0,055 %;19 757;0,055 %;1,025 %
"PROMO";"Animal Planet HD";" ";"25:27:33";0;0,000 %;0;0,000 %;0,000 %
"1 NA 1 EXTRA";"Canal+ Sport2";" ";"25:27:36";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN";" ";"25:28:31";74 836;0,209 %;74 836;0,209 %;3,893 %
"NA RYBE /MAG.WED.POL./";"ATM Rozrywka";" ";"25:28:32";12 066;0,034 %;23 947;0,067 %;0,738 %
"PROMO";"Cartoon Network";" ";"25:28:54";184;0,001 %;4 727;0,013 %;0,010 %
"PROMO";"Boomerang";" ";"25:29:40";0;0,000 %;0;0,000 %;0,000 %
